HWYNAME,HWYNUMB,ST_HWY_SFX,RDWY_ID,MLGE_TYP,OVLP_CD,MP,MP_DESC,MP_DISP,LRS_KEY,LRM_KEY,LAT,LONGTD,HRZ_COL_M,CRD_RF_DTM,EFFECTV_DT,GIS_PRC_DT
PACIFIC,001,00,2,0,0,111.97,MILEPOST 112.00,112.00,000100200S00,00100I00,43.0587778,-123.3390503,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,274.91,MILEPOST 275.00,275.00,000100200S00,00100I00,45.1865132,-122.844288,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,275.92,MILEPOST 276.00,276.00,000100200S00,00100I00,45.1988528,-122.8331902,3,NAD 83,2014,07/14/2015
SHANIKO-FOSSIL,291,00,1,0,0,26,MILEPOST 26.00,26.00,029100100S00,29100I00,44.9108189,-120.4202943,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,14.99,MILEPOST 15.00,15.00,030000100S00,30000I00,45.4765623,-120.4688583,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,76.01,MILEPOST 76.00,76.00,004100100S00,04100I00,44.5300809,-120.0009411,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,76.94,MILEPOST 77.00,77.00,004100100S00,04100I00,44.5230534,-119.9851345,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,93.03,MILEPOST 93.00,93.00,004100100S00,04100I00,44.5270242,-119.7249869,3,NAD 83,2014,07/14/2015
ANTELOPE,293,00,1,0,0,3,MILEPOST 3.00,3.00,029300100S00,29300I00,44.845221,-120.8981281,3,NAD 83,2014,07/14/2015
SALEM-DAYTON,150,00,1,0,0,8.05,MILEPOST 8.00,8.00,015000100S00,15000I00,45.1164133,-123.0645387,3,NAD 83,2014,07/14/2015
SALEM-DAYTON,150,00,1,0,0,9.05,MILEPOST 9.00,9.00,015000100S00,15000I00,45.1022085,-123.0669515,3,NAD 83,2014,07/14/2015
SPRINGFIELD-CRESWELL,222,00,1,0,0,6,MILEPOST 6.00,6.00,022200100S00,22200I00,43.9869341,-122.908811,3,NAD 83,2014,07/14/2015
ATHENA-HOLDMAN,334,00,1,0,0,10.96,MILEPOST 11.00,11.00,033400100S00,33400I00,45.8197732,-118.6194972,3,NAD 83,2014,07/14/2015
ATHENA-HOLDMAN,334,00,1,0,0,11.93,MILEPOST 12.00,12.00,033400100S00,33400I00,45.8194144,-118.5992295,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,88.97,MILEPOST 89.00,89.00,010200100S00,10200I00,45.5349518,-123.1056105,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,82.06,MILEPOST 82.00,82.00,004100100S00,04100I00,44.5270135,-119.8848443,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,83,MILEPOST 83.00,83.00,004100100S00,04100I00,44.5377253,-119.8748355,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,84.04,MILEPOST 84.00,84.00,004100100S00,04100I00,44.5483815,-119.8629017,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,84.97,MILEPOST 85.00,85.00,004100100S00,04100I00,44.5573851,-119.8598625,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,95.08,MILEPOST 95.00,95.00,004100100S00,04100I00,44.5222616,-119.6883646,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,95.98,MILEPOST 96.00,96.00,004100100S00,04100I00,44.5175518,-119.671496,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,96.99,MILEPOST 97.00,97.00,004100100S00,04100I00,44.515755,-119.6526507,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,97.97,MILEPOST 98.00,98.00,004100100S00,04100I00,44.5245482,-119.6395031,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,6,MILEPOST 6.00,6.00,009200100S00,09200I00,45.5726249,-122.757025,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,10,MILEPOST 10.00,10.00,009200100S00,09200I00,45.6179117,-122.8069891,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,13.06,MILEPOST 13.00,13.00,009200100S00,09200I00,45.6501895,-122.8492632,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,48,MILEPOST 48.00,48.00,017100100S00,17100I00,45.0900365,-122.0696616,3,NAD 83,2014,07/14/2015
EAGLE CREEK-SANDY,172,00,1,0,0,3,MILEPOST 3.00,3.00,017200100S00,17200I00,45.3765307,-122.3054258,3,NAD 83,2014,07/14/2015
CLACKAMAS-BORING,174,00,1,0,0,8.14,MILEPOST 8.00,8.00,017400100S00,17400I00,45.4326499,-122.3504194,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,61.97,MILEPOST 62.00,62.00,030000100S00,30000I00,45.2672646,-119.890294,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,62.96,MILEPOST 63.00,63.00,030000100S00,30000I00,45.2588291,-119.8821393,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,63.97,MILEPOST 64.00,64.00,030000100S00,30000I00,45.2535621,-119.8632346,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,67,MILEPOST 67.00,67.00,030000100S00,30000I00,45.2551516,-119.8045113,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,74,MILEPOST 74.00,74.00,030000100S00,30000I00,45.2672644,-119.6770073,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,75,MILEPOST 75.00,75.00,030000100S00,30000I00,45.2712922,-119.6578232,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,76.03,MILEPOST 76.00,76.00,030000100S00,30000I00,45.2781939,-119.6400713,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,76.99,MILEPOST 77.00,77.00,030000100S00,30000I00,45.2811972,-119.6213123,3,NAD 83,2014,07/14/2015
WESTON-ELGIN,330,00,1,0,0,5,MILEPOST 5.00,5.00,033000100S00,33000I00,45.7918914,-118.3434028,3,NAD 83,2014,07/14/2015
UMATILLA MISSION,331,00,1,0,0,2.96,MILEPOST 3.00,3.00,033100100S00,33100I00,45.6611437,-118.6838922,3,NAD 83,2014,07/14/2015
MT. HOOD,026,00,1,0,0,37.97,MILEPOST 38.00,38.00,002600100S00,02600I00,45.3674155,-122.0082439,3,NAD 83,2014,07/14/2015
PACIFIC,001,00,2,0,0,8,MILEPOST 8.00,8.00,000100200S00,00100I00,42.1063914,-122.6120764,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,36.99,MILEPOST 37.00,37.00,010200100S00,10200I00,45.9862046,-123.3961117,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,50.01,MILEPOST 50.00,50.00,010200100S00,10200I00,45.9768126,-123.1944628,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,50.98,MILEPOST 51.00,51.00,010200100S00,10200I00,45.9729904,-123.1780484,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,51.99,MILEPOST 52.00,52.00,010200100S00,10200I00,45.9605025,-123.1673755,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,52.96,MILEPOST 53.00,53.00,010200100S00,10200I00,45.9475545,-123.1655991,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,82.81,MILEPOST 83.00,83.00,010200100S00,10200I00,45.6222684,-123.1149383,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,14,MILEPOST 14.00,14.00,021000100S00,21000I00,44.5455414,-122.9889836,3,NAD 83,2014,07/14/2015
ALBANY-LYONS,211,00,1,0,0,4,MILEPOST 4.00,4.00,021100100S00,21100I00,44.6318712,-122.8703664,3,NAD 83,2014,07/14/2015
HERMISTON,333,00,1,0,0,1,MILEPOST 1.00,1.00,033300100S00,33300I00,45.8910355,-119.1864475,3,NAD 83,2014,07/14/2015
ROGUE VALLEY,063,00,1,0,0,22.01,MILEPOST 22.00,22.00,006300100S00,06300I00,42.1741799,-122.6693089,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,98.99,MILEPOST 99.00,99.00,000400100S00,00400I00,44.584376,-121.1532045,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,223,MILEPOST 223.00,223.00,000400100S00,00400I00,42.9372314,-121.8277436,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,242.97,MILEPOST 243.00,243.00,000400100S00,00400I00,42.6582344,-121.8767719,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,272,MILEPOST 272.00,272.00,000400100S00,00400I00,42.2597779,-121.8045261,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,282,MILEPOST 282.00,282.00,000400100S00,00400I00,42.1334725,-121.8202023,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,120,MILEPOST 120.00,120.00,000900100S00,00900I00,44.902062,-124.007228,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,15.11,MILEPOST 15.00,15.00,002000100S00,02000I00,42.2329853,-121.5952023,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,25.82,MILEPOST 26.00,26.00,002000100S00,02000I00,42.3072289,-121.4322138,3,NAD 83,2014,07/14/2015
BELLEVUE-HOPEWELL,153,00,1,0,0,4.96,MILEPOST 5.00,5.00,015300100S00,15300I00,45.1135105,-123.2303732,3,NAD 83,2014,07/14/2015
WARM SPRINGS,053,00,1,0,0,64.88,MILEPOST 65.00,65.00,005300100S00,05300I00,45.1905631,-121.685213,3,NAD 83,2014,07/14/2015
WARM SPRINGS,053,00,1,0,0,66,MILEPOST 66.00,66.00,005300100S00,05300I00,45.1781365,-121.6759918,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,76.98,MILEPOST 77.00,77.00,005200100S00,05200I00,45.4664529,-119.0888755,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,14.98,MILEPOST 15.00,15.00,017100100S00,17100I00,45.3873414,-122.4010281,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,16.96,MILEPOST 17.00,17.00,017100100S00,17100I00,45.3679856,-122.3715722,3,NAD 83,2014,07/14/2015
ROGUE VALLEY,063,00,1,0,0,13,MILEPOST 13.00,13.00,006300100S00,06300I00,42.2586588,-122.7995174,3,NAD 83,2014,07/14/2015
OREGON COAST,009,00,1,0,0,68.01,MILEPOST 68.00,68.00,000900100S00,00900I00,45.4292843,-123.824161,3,NAD 83,2014,07/14/2015
KLAMATH FALLS-LAKEVIEW,020,00,1,0,0,24.01,MILEPOST 24.00,24.00,002000100S00,02000I00,42.2898576,-121.4589904,3,NAD 83,2014,07/14/2015
HUNTINGTON,449,00,1,0,0,7,MILEPOST 7.00,7.00,044900100S00,44900I00,44.3395057,-117.2513045,3,NAD 83,2014,07/14/2015
HUNTINGTON,449,00,1,0,0,8,MILEPOST 8.00,8.00,044900100S00,44900I00,44.3285649,-117.2384474,3,NAD 83,2014,07/14/2015
HUNTINGTON,449,00,1,0,0,8.97,MILEPOST 9.00,9.00,044900100S00,44900I00,44.3151825,-117.2325519,3,NAD 83,2014,07/14/2015
SUCCOR CREEK,450,00,1,0,0,2.06,MILEPOST 2.00,2.00,045000100S00,45000I00,43.8631565,-117.0260156,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,3.06,MILEPOST 3.00,3.00,000500100S00,00500I00,45.6909765,-120.1623963,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,8.25,MILEPOST 8.00,8.00,000500100S00,00500I00,45.6179846,-120.1668715,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,8.91,MILEPOST 9.00,9.00,000500100S00,00500I00,45.6091414,-120.1664378,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,30.98,MILEPOST 31.00,31.00,016200100S00,16200I00,44.7563229,-122.4595255,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,34.99,MILEPOST 35.00,35.00,016200100S00,16200I00,44.7553899,-122.3794267,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,40,MILEPOST 40.00,40.00,016200100S00,16200I00,44.7514549,-122.2828577,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,41,MILEPOST 41.00,41.00,016200100S00,16200I00,44.7394665,-122.2731626,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,80.8,MILEPOST 81.00,81.00,016200100S00,16200I00,44.4391729,-121.9580614,3,NAD 83,2014,07/14/2015
LAKE OF THE WOODS,270,00,1,0,0,30.02,MILEPOST 30.00,30.00,027000100S00,27000I00,42.3931438,-122.3305854,3,NAD 83,2014,07/14/2015
LAKE OF THE WOODS,270,00,1,0,0,37.01,MILEPOST 37.00,37.00,027000100S00,27000I00,42.3959342,-122.2041248,3,NAD 83,2014,07/14/2015
VALE-WEST,451,00,1,0,0,7.97,MILEPOST 8.00,8.00,045100100S00,45100I00,43.982334,-117.2993223,3,NAD 83,2014,07/14/2015
OLDS FERRY-ONTARIO,455,00,1,0,0,21.91,MILEPOST 22.00,22.00,045500100S00,45500I00,44.0935701,-116.9737683,3,NAD 83,2014,07/14/2015
I.O.N.,456,00,1,0,0,6,MILEPOST 6.00,6.00,045600100S00,45600I00,43.1763962,-117.038935,3,NAD 83,2014,07/14/2015
I.O.N.,456,00,1,0,0,20.02,MILEPOST 20.00,20.00,045600100S00,45600I00,42.9801075,-117.0530655,3,NAD 83,2014,07/14/2015
I.O.N.,456,00,1,0,0,22.02,MILEPOST 22.00,22.00,045600100S00,45600I00,42.9814914,-117.0821996,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,84,MILEPOST 84.00,84.00,000700100S00,00700I00,43.5670612,-119.8911698,3,NAD 83,2014,07/14/2015
CENTRAL OREGON,007,00,1,0,0,124.01,MILEPOST 124.00,124.00,000700100S00,00700I00,43.5115618,-119.1289433,3,NAD 83,2014,07/14/2015
SALEM-DAYTON,150,00,2,0,0,19.99,MILEPOST 20.00,20.00,015000200S00,15000D00,44.9552245,-123.0529911,3,NAD 83,2014,07/14/2015
YAMHILL-NEWBERG,151,00,1,0,0,7.96,MILEPOST 8.00,8.00,015100100S00,15100I00,45.3166923,-123.0408042,3,NAD 83,2014,07/14/2015
AMITY-DAYTON,155,00,1,0,0,1.06,MILEPOST 1.00,1.00,015500100S00,15500I00,45.1430464,-123.1923348,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,33,MILEPOST 33.00,33.00,030000100S00,30000I00,45.2841693,-120.2926386,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,34,MILEPOST 34.00,34.00,030000100S00,30000I00,45.2721181,-120.2832904,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,35.08,MILEPOST 35.00,35.00,030000100S00,30000I00,45.2596829,-120.2755211,3,NAD 83,2014,07/14/2015
CELILO-WASCO,301,00,1,0,0,3.04,MILEPOST 3.00,3.00,030100100S00,30100I00,45.6343249,-120.9113906,3,NAD 83,2014,07/14/2015
TIMBERLINE,173,00,1,0,0,0.97,MILEPOST 1.00,1.00,017300100S00,17300I00,45.3221608,-121.7053675,3,NAD 83,2014,07/14/2015
BEAVERTON-TIGARD,144,00,1,0,0,4.01,MILEPOST 4.00,4.00,014400100S00,14400I00,45.4553006,-122.7846213,3,NAD 83,2014,07/14/2015
BEAVERTON-TIGARD,144,00,1,0,0,5,MILEPOST 5.00,5.00,014400100S00,14400I00,45.4432804,-122.776656,3,NAD 83,2014,07/14/2015
BEAVERTON-TIGARD,144,00,1,0,0,6,MILEPOST 6.00,6.00,014400100S00,14400I00,45.4338927,-122.7606105,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,7,MILEPOST 7.00,7.00,016200100S00,16200I00,44.8697928,-122.8977237,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,8.99,MILEPOST 9.00,9.00,016200100S00,16200I00,44.8518909,-122.8652167,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,9.99,MILEPOST 10.00,10.00,016200100S00,16200I00,44.8431695,-122.8489905,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,15,MILEPOST 15.00,15.00,016200100S00,16200I00,44.8052069,-122.7621653,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,1,0,0,16.94,MILEPOST 17.00,17.00,016200100S00,16200I00,44.7962579,-122.7261322,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,2,0,0,7,MILEPOST 7.00,7.00,016200200S00,16200D00,44.8699885,-122.8974036,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,2,0,0,8,MILEPOST 8.00,8.00,016200200S00,16200D00,44.8611072,-122.8813175,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,8,MILEPOST 8.00,8.00,021000100S00,21000I00,44.5558542,-123.1026987,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,9,MILEPOST 9.00,9.00,021000100S00,21000I00,44.555871,-123.0827808,3,NAD 83,2014,07/14/2015
BEAVERTON-TIGARD,144,00,1,0,0,6.99,MILEPOST 7.00,7.00,014400100S00,14400I00,45.4230055,-122.7479366,3,NAD 83,2014,07/14/2015
BEAVERTON-TIGARD,144,00,2,0,0,1.98,MILEPOST 2.00,2.00,014400200S00,14400D00,45.483726,-122.7928663,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,2,0,0,9,MILEPOST 9.00,9.00,016200200S00,16200D00,44.8520387,-122.8648918,3,NAD 83,2014,07/14/2015
NORTH SANTIAM,162,00,2,0,0,10,MILEPOST 10.00,10.00,016200200S00,16200D00,44.8433144,-122.848643,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,204.99,MILEPOST 205.00,205.00,000500100S00,00500I00,44.5112513,-118.2811858,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,206.01,MILEPOST 206.00,206.00,000500100S00,00500I00,44.5051741,-118.2632356,3,NAD 83,2014,07/14/2015
WASCO-HEPPNER,300,00,1,0,0,77.99,MILEPOST 78.00,78.00,030000100S00,30000I00,45.2896445,-119.6092916,3,NAD 83,2014,07/14/2015
ROGUE RIVER LOOP,260,00,1,0,0,16.94,MILEPOST 17.00,17.00,026000100S00,26000I00,42.4488617,-123.4995292,3,NAD 83,2014,07/14/2015
ENTERPRISE-LEWISTON,011,00,1,0,0,21.91,MILEPOST 22.00,22.00,001100100S00,01100I00,45.7157817,-117.2725916,3,NAD 83,2014,07/14/2015
TUALATIN VALLEY,029,00,1,0,0,11,MILEPOST 11.00,11.00,002900100S00,02900I00,45.5047091,-122.9560572,3,NAD 83,2014,07/14/2015
KIMBERLY-LONG CREEK,402,00,1,0,0,32.98,MILEPOST 33.00,33.00,040200100S00,40200I00,44.7273442,-119.1342641,3,NAD 83,2014,07/14/2015
SHANIKO-FOSSIL,291,00,1,0,0,28.06,MILEPOST 28.00,28.00,029100100S00,29100I00,44.9110326,-120.3840044,3,NAD 83,2014,07/14/2015
SHANIKO-FOSSIL,291,00,1,0,0,29.06,MILEPOST 29.00,29.00,029100100S00,29100I00,44.9095907,-120.3656968,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,21,MILEPOST 21.00,21.00,006200100S00,06200I00,44.0051267,-123.7451057,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,21.92,MILEPOST 22.00,22.00,006200100S00,06200I00,44.0081671,-123.7274646,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,22.98,MILEPOST 23.00,23.00,006200100S00,06200I00,44.009601,-123.7067714,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,33,MILEPOST 33.00,33.00,006200100S00,06200I00,44.0317513,-123.5775498,3,NAD 83,2014,07/14/2015
LOWER COLUMBIA RIVER,092,00,1,0,0,92,MILEPOST 92.00,92.00,009200100S00,09200I00,46.1664058,-123.7438462,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,19.99,MILEPOST 20.00,20.00,017100100S00,17100I00,45.3288551,-122.3484861,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,35,MILEPOST 35.00,35.00,017100100S00,17100I00,45.1931101,-122.194845,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,36,MILEPOST 36.00,36.00,017100100S00,17100I00,45.1944985,-122.178047,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,36.98,MILEPOST 37.00,37.00,017100100S00,17100I00,45.1848816,-122.1703892,3,NAD 83,2014,07/14/2015
CLACKAMAS,171,00,1,0,0,38.98,MILEPOST 39.00,39.00,017100100S00,17100I00,45.1643869,-122.153017,3,NAD 83,2014,07/14/2015
CELILO-WASCO,301,00,1,0,0,12.95,MILEPOST 13.00,13.00,030100100S00,30100I00,45.5914256,-120.7512845,3,NAD 83,2014,07/14/2015
CELILO-WASCO,301,00,1,0,0,13.96,MILEPOST 14.00,14.00,030100100S00,30100I00,45.5915824,-120.73074,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,20.12,MILEPOST 20.00,20.00,032000100S00,32000I00,45.6235595,-119.4318195,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,26.15,MILEPOST 26.00,26.00,032000100S00,32000I00,45.6976307,-119.3674695,3,NAD 83,2014,07/14/2015
LEXINGTON-ECHO,320,00,1,0,0,27.13,MILEPOST 27.00,27.00,032000100S00,32000I00,45.7104716,-119.3588462,3,NAD 83,2014,07/14/2015
FLORENCE-EUGENE,062,00,1,0,0,51.79,MILEPOST 52.00,52.00,006200100S00,06200I00,44.0526322,-123.2510266,3,NAD 83,2014,07/14/2015
ROGUE VALLEY,063,00,1,0,0,15.07,MILEPOST 15.00,15.00,006300100S00,06300I00,42.2379155,-122.7707814,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,64.98,MILEPOST 65.00,65.00,009100100S00,09100I00,44.8259464,-123.2286935,3,NAD 83,2014,07/14/2015
PACIFIC HIGHWAY WEST,091,00,1,0,0,66,MILEPOST 66.00,66.00,009100100S00,09100I00,44.8113531,-123.2271941,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,77.98,MILEPOST 78.00,78.00,005200100S00,05200I00,45.4600615,-119.0722163,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,79.01,MILEPOST 79.00,79.00,005200100S00,05200I00,45.4530106,-119.0538582,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,80.12,MILEPOST 80.00,80.00,005200100S00,05200I00,45.4606393,-119.0355224,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,54.02,MILEPOST 54.00,54.00,005200100S00,05200I00,45.3598819,-119.3994268,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,55.02,MILEPOST 55.00,55.00,005200100S00,05200I00,45.3628035,-119.3792912,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,56.03,MILEPOST 56.00,56.00,005200100S00,05200I00,45.3690804,-119.3618082,3,NAD 83,2014,07/14/2015
HEPPNER,052,00,1,0,0,57.01,MILEPOST 57.00,57.00,005200100S00,05200I00,45.3801244,-119.3561317,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,286.99,MILEPOST 287.00,287.00,000400100S00,00400I00,42.0651739,-121.851231,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,287.98,MILEPOST 288.00,288.00,000400100S00,00400I00,42.0527386,-121.860828,3,NAD 83,2014,07/14/2015
THE DALLES-CALIFORNIA,004,00,1,0,0,289,MILEPOST 289.00,289.00,000400100S00,00400I00,42.0401901,-121.871455,3,NAD 83,2014,07/14/2015
ALSEA-DEADWOOD,201,00,1,0,0,6.93,MILEPOST 7.00,7.00,020100100S00,20100I00,44.3071178,-123.6417274,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,2.01,MILEPOST 2.00,2.00,021000100S00,21000I00,44.564034,-123.218503,3,NAD 83,2014,07/14/2015
CORVALLIS-LEBANON,210,00,1,0,0,5.02,MILEPOST 5.00,5.00,021000100S00,21000I00,44.5659858,-123.1589371,3,NAD 83,2014,07/14/2015
ALBANY-LYONS,211,00,1,0,0,8.37,MILEPOST 8.00,8.00,021100100S00,21100I00,44.6834754,-122.8450701,3,NAD 83,2014,07/14/2015
ALBANY-LYONS,211,00,1,0,0,19.33,MILEPOST 19.00,19.00,021100100S00,21100I00,44.7387759,-122.6826399,3,NAD 83,2014,07/14/2015
SUNNYSIDE-UMAPINE,332,00,1,0,0,7,MILEPOST 7.00,7.00,033200100S00,33200I00,45.9620967,-118.406394,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,45.88,MILEPOST 46.00,46.00,044000100S00,44000I00,42.9893501,-118.8744204,3,NAD 83,2014,07/14/2015
FRENCHGLEN,440,00,1,0,0,46.93,MILEPOST 47.00,47.00,044000100S00,44000I00,42.9742918,-118.8735481,3,NAD 83,2014,07/14/2015
ATHENA-HOLDMAN,334,00,1,0,0,12.95,MILEPOST 13.00,13.00,033400100S00,33400I00,45.8192499,-118.5779497,3,NAD 83,2014,07/14/2015
ATHENA-HOLDMAN,334,00,1,0,0,13.91,MILEPOST 14.00,14.00,033400100S00,33400I00,45.8173886,-118.5589889,3,NAD 83,2014,07/14/2015
NEHALEM,102,00,1,0,0,90,MILEPOST 90.00,90.00,010200100S00,10200I00,45.5284046,-123.0873286,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,79.97,MILEPOST 80.00,80.00,004100100S00,04100I00,44.5222789,-119.9261889,3,NAD 83,2014,07/14/2015
OCHOCO,041,00,1,0,0,80.98,MILEPOST 81.00,81.00,004100100S00,04100I00,44.5243628,-119.905886,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,133,MILEPOST 133.00,133.00,000500100S00,00500I00,44.4626501,-119.4975223,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,136.95,MILEPOST 137.00,137.00,000500100S00,00500I00,44.456427,-119.4263412,3,NAD 83,2014,07/14/2015
JOHN DAY,005,00,1,0,0,138.98,MILEPOST 139.00,139.00,000500100S00,00500I00,44.4498186,-119.3926741,3,NAD 83,2014,07/14/2015
WALLOWA LAKE,010,00,1,0,0,25,MILEPOST 25.00,25.00,001000100S00,01000I00,45.5879763,-117.8309061,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,30,MILEPOST 30.00,30.00,002200100S00,02200I00,42.6593821,-122.6817533,3,NAD 83,2014,07/14/2015
CRATER LAKE,022,00,1,0,0,31,MILEPOST 31.00,31.00,002200100S00,02200I00,42.6644663,-122.6647699,3,NAD 83,2014,07/14/2015
